"condition","id","description","scene","url"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","mturk-dev-maxent2.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s46/mturk-dev-maxent2-s46-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","mturk-dev-sempre103.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s46/mturk-dev-sempre103-s46-00000-2.jpg"
"human","human-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","desc2scene-2291","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2291/desc2scene-2291-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-559","a blue and beige sectional and with a red garbage can","mturk-dev-rulebased5.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s559/mturk-dev-rulebased5-s559-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-559","a blue and beige sectional and with a red garbage can","mturk-dev-random1.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s559/mturk-dev-random1-s559-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-559","a blue and beige sectional and with a red garbage can","mturk-dev-maxent2.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s559/mturk-dev-maxent2-s559-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-559","a blue and beige sectional and with a red garbage can","mturk-dev-sempre103.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s559/mturk-dev-sempre103-s559-00000-2.jpg"
"human","human-559","a blue and beige sectional and with a red garbage can","desc2scene-190","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-190/desc2scene-190-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-rulebased5.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s50/mturk-dev-rulebased5-s50-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-random1.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s50/mturk-dev-random1-s50-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-maxent2.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s50/mturk-dev-maxent2-s50-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-sempre103.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s50/mturk-dev-sempre103-s50-00000-2.jpg"
"human","human-50","There is a couch and in front of the couch there is a coffee table with a glass top.","desc2scene-2619","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2619/desc2scene-2619-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-rulebased5.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s52/mturk-dev-rulebased5-s52-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-random1.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s52/mturk-dev-random1-s52-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-maxent2.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s52/mturk-dev-maxent2-s52-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-sempre103.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s52/mturk-dev-sempre103-s52-00000-2.jpg"
"human","human-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","desc2scene-2622","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2622/desc2scene-2622-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-rulebased5.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s565/mturk-dev-rulebased5-s565-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-random1.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s565/mturk-dev-random1-s565-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-maxent2.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s565/mturk-dev-maxent2-s565-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-sempre103.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s565/mturk-dev-sempre103-s565-00000-2.jpg"
"human","human-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","desc2scene-322","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-322/desc2scene-322-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-rulebased5.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s314/mturk-dev-rulebased5-s314-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-random1.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s314/mturk-dev-random1-s314-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-maxent2.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s314/mturk-dev-maxent2-s314-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-sempre103.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s314/mturk-dev-sempre103-s314-00000-2.jpg"
"human","human-314","A small round table in middle of room with a sandwich resting on it.","desc2scene-2680","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2680/desc2scene-2680-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-317","there is a grey bookcase in the top left corner of the room","mturk-dev-rulebased5.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s317/mturk-dev-rulebased5-s317-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-317","there is a grey bookcase in the top left corner of the room","mturk-dev-random1.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s317/mturk-dev-random1-s317-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-317","there is a grey bookcase in the top left corner of the room","mturk-dev-maxent2.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s317/mturk-dev-maxent2-s317-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-317","there is a grey bookcase in the top left corner of the room","mturk-dev-sempre103.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s317/mturk-dev-sempre103-s317-00000-2.jpg"
"human","human-317","there is a grey bookcase in the top left corner of the room","desc2scene-2410","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2410/desc2scene-2410-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-rulebased5.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s576/mturk-dev-rulebased5-s576-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-random1.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s576/mturk-dev-random1-s576-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-maxent2.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s576/mturk-dev-maxent2-s576-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-sempre103.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s576/mturk-dev-sempre103-s576-00000-2.jpg"
"human","human-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","desc2scene-365","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-365/desc2scene-365-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-rulebased5.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s67/mturk-dev-rulebased5-s67-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-random1.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s67/mturk-dev-random1-s67-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-maxent2.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s67/mturk-dev-maxent2-s67-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-sempre103.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s67/mturk-dev-sempre103-s67-00000-2.jpg"
"human","human-67","There is a couch. There is a bookcase next to the couch.","desc2scene-2415","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2415/desc2scene-2415-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-rulebased5.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s580/mturk-dev-rulebased5-s580-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-random1.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s580/mturk-dev-random1-s580-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-maxent2.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s580/mturk-dev-maxent2-s580-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-sempre103.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s580/mturk-dev-sempre103-s580-00000-2.jpg"
"human","human-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","desc2scene-355","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-355/desc2scene-355-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-rulebased5.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s328/mturk-dev-rulebased5-s328-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-random1.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s328/mturk-dev-random1-s328-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-maxent2.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s328/mturk-dev-maxent2-s328-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-sempre103.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s328/mturk-dev-sempre103-s328-00000-2.jpg"
"human","human-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","desc2scene-2424","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2424/desc2scene-2424-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-75","There is a 3 person couch and table in the center of the room.","mturk-dev-rulebased5.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s75/mturk-dev-rulebased5-s75-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-75","There is a 3 person couch and table in the center of the room.","mturk-dev-random1.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s75/mturk-dev-random1-s75-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-75","There is a 3 person couch and table in the center of the room.","mturk-dev-maxent2.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s75/mturk-dev-maxent2-s75-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-75","There is a 3 person couch and table in the center of the room.","mturk-dev-sempre103.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s75/mturk-dev-sempre103-s75-00000-2.jpg"
"human","human-75","There is a 3 person couch and table in the center of the room.","desc2scene-2545","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2545/desc2scene-2545-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-333","there is a sofa and chair in the room","mturk-dev-rulebased5.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s333/mturk-dev-rulebased5-s333-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-333","there is a sofa and chair in the room","mturk-dev-random1.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s333/mturk-dev-random1-s333-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-333","there is a sofa and chair in the room","mturk-dev-maxent2.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s333/mturk-dev-maxent2-s333-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-333","there is a sofa and chair in the room","mturk-dev-sempre103.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s333/mturk-dev-sempre103-s333-00000-2.jpg"
"human","human-333","there is a sofa and chair in the room","desc2scene-1938","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1938/desc2scene-1938-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-rulebased5.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s590/mturk-dev-rulebased5-s590-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-random1.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s590/mturk-dev-random1-s590-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-maxent2.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s590/mturk-dev-maxent2-s590-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-sempre103.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s590/mturk-dev-sempre103-s590-00000-2.jpg"
"human","human-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","desc2scene-315","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-315/desc2scene-315-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-rulebased5.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s337/mturk-dev-rulebased5-s337-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-random1.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s337/mturk-dev-random1-s337-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-maxent2.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s337/mturk-dev-maxent2-s337-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-sempre103.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s337/mturk-dev-sempre103-s337-00000-2.jpg"
"human","human-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","desc2scene-2592","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2592/desc2scene-2592-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-rulebased5.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s44/mturk-dev-rulebased5-s44-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-random1.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s44/mturk-dev-random1-s44-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-maxent2.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s44/mturk-dev-maxent2-s44-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-sempre103.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s44/mturk-dev-sempre103-s44-00000-2.jpg"
"human","human-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","desc2scene-4150","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4150/desc2scene-4150-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-339","There is a computer desk by the window.","mturk-dev-rulebased5.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s339/mturk-dev-rulebased5-s339-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-339","There is a computer desk by the window.","mturk-dev-random1.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s339/mturk-dev-random1-s339-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-339","There is a computer desk by the window.","mturk-dev-maxent2.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s339/mturk-dev-maxent2-s339-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-339","There is a computer desk by the window.","mturk-dev-sempre103.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s339/mturk-dev-sempre103-s339-00000-2.jpg"
"human","human-339","There is a computer desk by the window.","desc2scene-2633","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2633/desc2scene-2633-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-rulebased5.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s126/mturk-dev-rulebased5-s126-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-random1.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s126/mturk-dev-random1-s126-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-maxent2.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s126/mturk-dev-maxent2-s126-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-sempre103.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s126/mturk-dev-sempre103-s126-00000-2.jpg"
"human","human-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","desc2scene-303","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-303/desc2scene-303-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-rulebased5.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s85/mturk-dev-rulebased5-s85-00000-2.jpg"
"simple-layout/mturk-dev-random","simple-layout/mturk-dev-random-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-random1.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-random/s85/mturk-dev-random1-s85-00000-2.jpg"
"simple-layout/mturk-dev-maxent","simple-layout/mturk-dev-maxent-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-maxent2.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-maxent/s85/mturk-dev-maxent2-s85-00000-2.jpg"
"simple-layout/mturk-dev-sempre","simple-layout/mturk-dev-sempre-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-sempre103.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-sempre/s85/mturk-dev-sempre103-s85-00000-2.jpg"
"human","human-85","Square room with window on left wall, double door on right wall and desk by window.","desc2scene-2537","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2537/desc2scene-2537-2.jpg"
"simple-layout/mturk-dev-rulebased","simple-layout/mturk-dev-rulebased-171","A green chair sits next to a lamp and a coffee table, in the center of the room.","mturk-dev-rulebased5.s171-00000","https://dovahkiin.stanford.edu/text2scene/eval/simple-layout/mturk-dev-rulebased/s171/mturk-dev-rulebased5-s171-00000-2.jpg"
