"condition","id","description","scene","url"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-22","There is a table and there are two chairs.","seedsents-rulebased5.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s22/seedsents-rulebased5-s22-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-22","There is a table and there are two chairs.","seedsents-maxent-rb1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s22/seedsents-maxent-rb1-s22-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-22","There is a table and there are two chairs.","seedsents-maxent1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s22/seedsents-maxent1-s22-00000-2.jpg"
"human","human-22","There is a table and there are two chairs.","desc2scene-4118","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4118/desc2scene-4118-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-23","There is a table and there are four chairs.","seedsents-random1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s23/seedsents-random1-s23-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-23","There is a table and there are four chairs.","seedsents-rulebased5.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s23/seedsents-rulebased5-s23-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-23","There is a table and there are four chairs.","seedsents-maxent-rb1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s23/seedsents-maxent-rb1-s23-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-23","There is a table and there are four chairs.","seedsents-maxent1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s23/seedsents-maxent1-s23-00000-2.jpg"
"human","human-23","There is a table and there are four chairs.","desc2scene-4209","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4209/desc2scene-4209-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-random1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s24/seedsents-random1-s24-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased5.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s24/seedsents-rulebased5-s24-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-maxent-rb1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s24/seedsents-maxent-rb1-s24-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-maxent1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s24/seedsents-maxent1-s24-00000-2.jpg"
"human","human-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","desc2scene-4166","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4166/desc2scene-4166-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-random1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s25/seedsents-random1-s25-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased5.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s25/seedsents-rulebased5-s25-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-maxent-rb1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s25/seedsents-maxent-rb1-s25-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-maxent1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s25/seedsents-maxent1-s25-00000-2.jpg"
"human","human-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","desc2scene-4194","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4194/desc2scene-4194-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-random1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s26/seedsents-random1-s26-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased5.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s26/seedsents-rulebased5-s26-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-maxent-rb1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s26/seedsents-maxent-rb1-s26-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-maxent1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s26/seedsents-maxent1-s26-00000-2.jpg"
"human","human-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","desc2scene-4203","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4203/desc2scene-4203-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-random1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s27/seedsents-random1-s27-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased5.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s27/seedsents-rulebased5-s27-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-maxent-rb1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s27/seedsents-maxent-rb1-s27-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-maxent1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s27/seedsents-maxent1-s27-00000-2.jpg"
"human","human-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","desc2scene-4191","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4191/desc2scene-4191-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-28","There is a bed next to the wall.","seedsents-random1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s28/seedsents-random1-s28-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-28","There is a bed next to the wall.","seedsents-rulebased5.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s28/seedsents-rulebased5-s28-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-28","There is a bed next to the wall.","seedsents-maxent-rb1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s28/seedsents-maxent-rb1-s28-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-28","There is a bed next to the wall.","seedsents-maxent1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s28/seedsents-maxent1-s28-00000-2.jpg"
"human","human-28","There is a bed next to the wall.","desc2scene-4137","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4137/desc2scene-4137-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-29","There is a bed and there is a laptop on the bed.","seedsents-random1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s29/seedsents-random1-s29-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased5.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s29/seedsents-rulebased5-s29-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-29","There is a bed and there is a laptop on the bed.","seedsents-maxent-rb1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s29/seedsents-maxent-rb1-s29-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-29","There is a bed and there is a laptop on the bed.","seedsents-maxent1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s29/seedsents-maxent1-s29-00000-2.jpg"
"human","human-29","There is a bed and there is a laptop on the bed.","desc2scene-2661","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2661/desc2scene-2661-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-30","There is a bed and there is a pillow on the bed.","seedsents-random1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s30/seedsents-random1-s30-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased5.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s30/seedsents-rulebased5-s30-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-30","There is a bed and there is a pillow on the bed.","seedsents-maxent-rb1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s30/seedsents-maxent-rb1-s30-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-30","There is a bed and there is a pillow on the bed.","seedsents-maxent1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s30/seedsents-maxent1-s30-00000-2.jpg"
"human","human-30","There is a bed and there is a pillow on the bed.","desc2scene-4210","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4210/desc2scene-4210-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-31","There is a bed and there is a nightstand next to the bed.","seedsents-random1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s31/seedsents-random1-s31-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased5.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s31/seedsents-rulebased5-s31-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-31","There is a bed and there is a nightstand next to the bed.","seedsents-maxent-rb1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s31/seedsents-maxent-rb1-s31-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-31","There is a bed and there is a nightstand next to the bed.","seedsents-maxent1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s31/seedsents-maxent1-s31-00000-2.jpg"
"human","human-31","There is a bed and there is a nightstand next to the bed.","desc2scene-4192","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4192/desc2scene-4192-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-random1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s32/seedsents-random1-s32-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased5.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s32/seedsents-rulebased5-s32-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-maxent-rb1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s32/seedsents-maxent-rb1-s32-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-maxent1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s32/seedsents-maxent1-s32-00000-2.jpg"
"human","human-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","desc2scene-4218","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4218/desc2scene-4218-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-random1.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s33/seedsents-random1-s33-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-rulebased5.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s33/seedsents-rulebased5-s33-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-maxent-rb1.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s33/seedsents-maxent-rb1-s33-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-maxent1.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s33/seedsents-maxent1-s33-00000-2.jpg"
"human","human-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","desc2scene-4219","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4219/desc2scene-4219-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-34","There is a bed and there is a nightstand next to the bed. There is a lamp on the nightstand.","seedsents-random1.s34-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s34/seedsents-random1-s34-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-34","There is a bed and there is a nightstand next to the bed. There is a lamp on the nightstand.","seedsents-rulebased5.s34-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s34/seedsents-rulebased5-s34-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-34","There is a bed and there is a nightstand next to the bed. There is a lamp on the nightstand.","seedsents-maxent-rb1.s34-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s34/seedsents-maxent-rb1-s34-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-34","There is a bed and there is a nightstand next to the bed. There is a lamp on the nightstand.","seedsents-maxent1.s34-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s34/seedsents-maxent1-s34-00000-2.jpg"
"human","human-34","There is a bed and there is a nightstand next to the bed. There is a lamp on the nightstand.","desc2scene-4176","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4176/desc2scene-4176-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-35","There is a bed and there is a chair next to the bed.","seedsents-random1.s35-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s35/seedsents-random1-s35-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-35","There is a bed and there is a chair next to the bed.","seedsents-rulebased5.s35-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s35/seedsents-rulebased5-s35-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-35","There is a bed and there is a chair next to the bed.","seedsents-maxent-rb1.s35-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s35/seedsents-maxent-rb1-s35-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-35","There is a bed and there is a chair next to the bed.","seedsents-maxent1.s35-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s35/seedsents-maxent1-s35-00000-2.jpg"
"human","human-35","There is a bed and there is a chair next to the bed.","desc2scene-4134","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4134/desc2scene-4134-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-36","There is a coffee table.","seedsents-random1.s36-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s36/seedsents-random1-s36-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-36","There is a coffee table.","seedsents-rulebased5.s36-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s36/seedsents-rulebased5-s36-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-36","There is a coffee table.","seedsents-maxent-rb1.s36-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s36/seedsents-maxent-rb1-s36-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-36","There is a coffee table.","seedsents-maxent1.s36-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s36/seedsents-maxent1-s36-00000-2.jpg"
"human","human-36","There is a coffee table.","desc2scene-4093","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4093/desc2scene-4093-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-37","There is a coffee table and there is a vase on the coffee table.","seedsents-random1.s37-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s37/seedsents-random1-s37-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-37","There is a coffee table and there is a vase on the coffee table.","seedsents-rulebased5.s37-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s37/seedsents-rulebased5-s37-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-37","There is a coffee table and there is a vase on the coffee table.","seedsents-maxent-rb1.s37-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s37/seedsents-maxent-rb1-s37-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-37","There is a coffee table and there is a vase on the coffee table.","seedsents-maxent1.s37-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s37/seedsents-maxent1-s37-00000-2.jpg"
"human","human-37","There is a coffee table and there is a vase on the coffee table.","desc2scene-4212","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4212/desc2scene-4212-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-38","There is a coffee table and there is a couch behind the coffee table.","seedsents-random1.s38-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s38/seedsents-random1-s38-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-38","There is a coffee table and there is a couch behind the coffee table.","seedsents-rulebased5.s38-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s38/seedsents-rulebased5-s38-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-38","There is a coffee table and there is a couch behind the coffee table.","seedsents-maxent-rb1.s38-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s38/seedsents-maxent-rb1-s38-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-38","There is a coffee table and there is a couch behind the coffee table.","seedsents-maxent1.s38-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s38/seedsents-maxent1-s38-00000-2.jpg"
"human","human-38","There is a coffee table and there is a couch behind the coffee table.","desc2scene-4156","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4156/desc2scene-4156-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-39","There is a coffee table and there is a couch behind the coffee table. There is a vase.","seedsents-random1.s39-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s39/seedsents-random1-s39-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-39","There is a coffee table and there is a couch behind the coffee table. There is a vase.","seedsents-rulebased5.s39-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s39/seedsents-rulebased5-s39-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-39","There is a coffee table and there is a couch behind the coffee table. There is a vase.","seedsents-maxent-rb1.s39-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s39/seedsents-maxent-rb1-s39-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-39","There is a coffee table and there is a couch behind the coffee table. There is a vase.","seedsents-maxent1.s39-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s39/seedsents-maxent1-s39-00000-2.jpg"
"human","human-39","There is a coffee table and there is a couch behind the coffee table. There is a vase.","desc2scene-4180","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4180/desc2scene-4180-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-40","There is a coffee table and there is a couch behind the coffee table. There is a vase on the coffee table.","seedsents-random1.s40-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s40/seedsents-random1-s40-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-40","There is a coffee table and there is a couch behind the coffee table. There is a vase on the coffee table.","seedsents-rulebased5.s40-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s40/seedsents-rulebased5-s40-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-40","There is a coffee table and there is a couch behind the coffee table. There is a vase on the coffee table.","seedsents-maxent-rb1.s40-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s40/seedsents-maxent-rb1-s40-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-40","There is a coffee table and there is a couch behind the coffee table. There is a vase on the coffee table.","seedsents-maxent1.s40-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s40/seedsents-maxent1-s40-00000-2.jpg"
"human","human-40","There is a coffee table and there is a couch behind the coffee table. There is a vase on the coffee table.","desc2scene-4169","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4169/desc2scene-4169-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-41","There is a coffee table and there is a couch.  There is a chair next to the coffee table.","seedsents-random1.s41-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s41/seedsents-random1-s41-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-41","There is a coffee table and there is a couch.  There is a chair next to the coffee table.","seedsents-rulebased5.s41-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s41/seedsents-rulebased5-s41-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-41","There is a coffee table and there is a couch.  There is a chair next to the coffee table.","seedsents-maxent-rb1.s41-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s41/seedsents-maxent-rb1-s41-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-41","There is a coffee table and there is a couch.  There is a chair next to the coffee table.","seedsents-maxent1.s41-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s41/seedsents-maxent1-s41-00000-2.jpg"
"human","human-41","There is a coffee table and there is a couch.  There is a chair next to the coffee table.","desc2scene-4119","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4119/desc2scene-4119-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-42","There is a couch. There is a vase.","seedsents-random1.s42-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s42/seedsents-random1-s42-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-42","There is a couch. There is a vase.","seedsents-rulebased5.s42-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s42/seedsents-rulebased5-s42-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-42","There is a couch. There is a vase.","seedsents-maxent-rb1.s42-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s42/seedsents-maxent-rb1-s42-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-42","There is a couch. There is a vase.","seedsents-maxent1.s42-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s42/seedsents-maxent1-s42-00000-2.jpg"
"human","human-42","There is a couch. There is a vase.","desc2scene-4107","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4107/desc2scene-4107-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-43","There is a couch. There is a coffee table and there is a plant.","seedsents-random1.s43-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s43/seedsents-random1-s43-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-43","There is a couch. There is a coffee table and there is a plant.","seedsents-rulebased5.s43-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s43/seedsents-rulebased5-s43-00000-2.jpg"
