"condition","id","description","scene","url"
"human","human-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","desc2scene-322","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-322/desc2scene-322-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-random2.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s314/mturk-dev-random2-s314-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-maxent-rb3.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s314/mturk-dev-maxent-rb3-s314-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-314","A small round table in middle of room with a sandwich resting on it.","mturk-dev-maxent-rb7.s314-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s314/mturk-dev-maxent-rb7-s314-00000-2.jpg"
"human","human-314","A small round table in middle of room with a sandwich resting on it.","desc2scene-2680","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2680/desc2scene-2680-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-317","there is a grey bookcase in the top left corner of the room","mturk-dev-random2.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s317/mturk-dev-random2-s317-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-317","there is a grey bookcase in the top left corner of the room","mturk-dev-maxent-rb3.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s317/mturk-dev-maxent-rb3-s317-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-317","there is a grey bookcase in the top left corner of the room","mturk-dev-maxent-rb7.s317-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s317/mturk-dev-maxent-rb7-s317-00000-2.jpg"
"human","human-317","there is a grey bookcase in the top left corner of the room","desc2scene-2410","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2410/desc2scene-2410-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-random2.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s576/mturk-dev-random2-s576-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-maxent-rb3.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s576/mturk-dev-maxent-rb3-s576-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","mturk-dev-maxent-rb7.s576-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s576/mturk-dev-maxent-rb7-s576-00000-2.jpg"
"human","human-576","Square shaped room with double gray doors and double window. Bed with bedding and 4 pillows against wall toward corner with side table and lamp on the left of the bed.","desc2scene-365","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-365/desc2scene-365-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-random2.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s67/mturk-dev-random2-s67-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-maxent-rb3.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s67/mturk-dev-maxent-rb3-s67-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-67","There is a couch. There is a bookcase next to the couch.","mturk-dev-maxent-rb7.s67-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s67/mturk-dev-maxent-rb7-s67-00000-2.jpg"
"human","human-67","There is a couch. There is a bookcase next to the couch.","desc2scene-2415","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2415/desc2scene-2415-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-random2.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s580/mturk-dev-random2-s580-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-maxent-rb3.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s580/mturk-dev-maxent-rb3-s580-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","mturk-dev-maxent-rb7.s580-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s580/mturk-dev-maxent-rb7-s580-00000-2.jpg"
"human","human-580","To the left when one first enters the room, there sits a wooden desk with a wooden chair, next to a white lamp.","desc2scene-355","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-355/desc2scene-355-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-random2.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s328/mturk-dev-random2-s328-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-maxent-rb3.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s328/mturk-dev-maxent-rb3-s328-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","mturk-dev-maxent-rb7.s328-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s328/mturk-dev-maxent-rb7-s328-00000-2.jpg"
"human","human-328","There is a brown desk in the back of the room in the center. There is a computer monitor and a keyboard sitting in the middle of the desk.","desc2scene-2424","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2424/desc2scene-2424-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-75","There is a 3 person couch and table in the center of the room.","mturk-dev-random2.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s75/mturk-dev-random2-s75-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-75","There is a 3 person couch and table in the center of the room.","mturk-dev-maxent-rb3.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s75/mturk-dev-maxent-rb3-s75-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-75","There is a 3 person couch and table in the center of the room.","mturk-dev-maxent-rb7.s75-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s75/mturk-dev-maxent-rb7-s75-00000-2.jpg"
"human","human-75","There is a 3 person couch and table in the center of the room.","desc2scene-2545","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2545/desc2scene-2545-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-333","there is a sofa and chair in the room","mturk-dev-random2.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s333/mturk-dev-random2-s333-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-333","there is a sofa and chair in the room","mturk-dev-maxent-rb3.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s333/mturk-dev-maxent-rb3-s333-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-333","there is a sofa and chair in the room","mturk-dev-maxent-rb7.s333-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s333/mturk-dev-maxent-rb7-s333-00000-2.jpg"
"human","human-333","there is a sofa and chair in the room","desc2scene-1938","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1938/desc2scene-1938-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-random2.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s590/mturk-dev-random2-s590-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-maxent-rb3.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s590/mturk-dev-maxent-rb3-s590-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","mturk-dev-maxent-rb7.s590-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s590/mturk-dev-maxent-rb7-s590-00000-2.jpg"
"human","human-590","In the center of the room is a table with a black and white yin and yang symbol on it. There are four black chairs around this table. To the right of the table, the double doors leading to the room are gray.","desc2scene-315","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-315/desc2scene-315-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-random2.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s337/mturk-dev-random2-s337-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-maxent-rb3.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s337/mturk-dev-maxent-rb3-s337-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","mturk-dev-maxent-rb7.s337-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s337/mturk-dev-maxent-rb7-s337-00000-2.jpg"
"human","human-337","This L shaped room has a red window on the far all, and a round table with chairs in front of it. Some curved shelves are in one corner.","desc2scene-2592","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2592/desc2scene-2592-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-random2.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s44/mturk-dev-random2-s44-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-maxent-rb3.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s44/mturk-dev-maxent-rb3-s44-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","mturk-dev-maxent-rb7.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s44/mturk-dev-maxent-rb7-s44-00000-2.jpg"
"human","human-44","There is a tan couch on the side of the room near a large window and  a coffee table. The coffee table is made of wood and glass and has a mug on top of it and two newspapers below the glass.","desc2scene-4150","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4150/desc2scene-4150-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-339","There is a computer desk by the window.","mturk-dev-random2.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s339/mturk-dev-random2-s339-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-339","There is a computer desk by the window.","mturk-dev-maxent-rb3.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s339/mturk-dev-maxent-rb3-s339-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-339","There is a computer desk by the window.","mturk-dev-maxent-rb7.s339-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s339/mturk-dev-maxent-rb7-s339-00000-2.jpg"
"human","human-339","There is a computer desk by the window.","desc2scene-2633","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2633/desc2scene-2633-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-random2.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s126/mturk-dev-random2-s126-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-maxent-rb3.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s126/mturk-dev-maxent-rb3-s126-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","mturk-dev-maxent-rb7.s126-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s126/mturk-dev-maxent-rb7-s126-00000-2.jpg"
"human","human-126","There is a bed centered on the main wall in the bedroom. There is also a night stand and floor lamp next to the bed.","desc2scene-303","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-303/desc2scene-303-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-random2.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s85/mturk-dev-random2-s85-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-maxent-rb3.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s85/mturk-dev-maxent-rb3-s85-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-85","Square room with window on left wall, double door on right wall and desk by window.","mturk-dev-maxent-rb7.s85-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s85/mturk-dev-maxent-rb7-s85-00000-2.jpg"
"human","human-85","Square room with window on left wall, double door on right wall and desk by window.","desc2scene-2537","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2537/desc2scene-2537-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-171","A green chair sits next to a lamp and a coffee table, in the center of the room.","mturk-dev-random2.s171-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s171/mturk-dev-random2-s171-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-171","A green chair sits next to a lamp and a coffee table, in the center of the room.","mturk-dev-maxent-rb3.s171-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s171/mturk-dev-maxent-rb3-s171-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-171","A green chair sits next to a lamp and a coffee table, in the center of the room.","mturk-dev-maxent-rb7.s171-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s171/mturk-dev-maxent-rb7-s171-00000-2.jpg"
"human","human-171","A green chair sits next to a lamp and a coffee table, in the center of the room.","desc2scene-4195","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4195/desc2scene-4195-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-602","There are three tan chairs surrounding a table with plates on it.","mturk-dev-random2.s602-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s602/mturk-dev-random2-s602-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-602","There are three tan chairs surrounding a table with plates on it.","mturk-dev-maxent-rb3.s602-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s602/mturk-dev-maxent-rb3-s602-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-602","There are three tan chairs surrounding a table with plates on it.","mturk-dev-maxent-rb7.s602-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s602/mturk-dev-maxent-rb7-s602-00000-2.jpg"
"human","human-602","There are three tan chairs surrounding a table with plates on it.","desc2scene-321","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-321/desc2scene-321-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-605","there is a bed under the window with a loptop on it","mturk-dev-random2.s605-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s605/mturk-dev-random2-s605-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-605","there is a bed under the window with a loptop on it","mturk-dev-maxent-rb3.s605-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s605/mturk-dev-maxent-rb3-s605-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-605","there is a bed under the window with a loptop on it","mturk-dev-maxent-rb7.s605-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s605/mturk-dev-maxent-rb7-s605-00000-2.jpg"
"human","human-605","there is a bed under the window with a loptop on it","desc2scene-205","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-205/desc2scene-205-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-607","The room has a glass top coffee table","mturk-dev-random2.s607-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s607/mturk-dev-random2-s607-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-607","The room has a glass top coffee table","mturk-dev-maxent-rb3.s607-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s607/mturk-dev-maxent-rb3-s607-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-607","The room has a glass top coffee table","mturk-dev-maxent-rb7.s607-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s607/mturk-dev-maxent-rb7-s607-00000-2.jpg"
"human","human-607","The room has a glass top coffee table","desc2scene-252","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-252/desc2scene-252-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-96","A nice wooden desk faces the window. It has deskpad on top and there is an office share in front of it.","mturk-dev-random2.s96-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s96/mturk-dev-random2-s96-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-96","A nice wooden desk faces the window. It has deskpad on top and there is an office share in front of it.","mturk-dev-maxent-rb3.s96-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s96/mturk-dev-maxent-rb3-s96-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-96","A nice wooden desk faces the window. It has deskpad on top and there is an office share in front of it.","mturk-dev-maxent-rb7.s96-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s96/mturk-dev-maxent-rb7-s96-00000-2.jpg"
"human","human-96","A nice wooden desk faces the window. It has deskpad on top and there is an office share in front of it.","desc2scene-2480","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2480/desc2scene-2480-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-609","There is a bed next to a window. There is a grey door opposite the window.","mturk-dev-random2.s609-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s609/mturk-dev-random2-s609-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-609","There is a bed next to a window. There is a grey door opposite the window.","mturk-dev-maxent-rb3.s609-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s609/mturk-dev-maxent-rb3-s609-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-609","There is a bed next to a window. There is a grey door opposite the window.","mturk-dev-maxent-rb7.s609-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s609/mturk-dev-maxent-rb7-s609-00000-2.jpg"
"human","human-609","There is a bed next to a window. There is a grey door opposite the window.","desc2scene-281","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-281/desc2scene-281-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-610","A dark green room with wood flooring and a double window on the left. The room has a glass top, wooden coffee table with a vase containing yellow flowers in the center of the room.","mturk-dev-random2.s610-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s610/mturk-dev-random2-s610-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-610","A dark green room with wood flooring and a double window on the left. The room has a glass top, wooden coffee table with a vase containing yellow flowers in the center of the room.","mturk-dev-maxent-rb3.s610-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s610/mturk-dev-maxent-rb3-s610-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-610","A dark green room with wood flooring and a double window on the left. The room has a glass top, wooden coffee table with a vase containing yellow flowers in the center of the room.","mturk-dev-maxent-rb7.s610-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s610/mturk-dev-maxent-rb7-s610-00000-2.jpg"
"human","human-610","A dark green room with wood flooring and a double window on the left. The room has a glass top, wooden coffee table with a vase containing yellow flowers in the center of the room.","desc2scene-335","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-335/desc2scene-335-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-358","Here is a master bedroom with one bed, a brown night stand, and a lamp. There is also a window in this room.","mturk-dev-random2.s358-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s358/mturk-dev-random2-s358-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-358","Here is a master bedroom with one bed, a brown night stand, and a lamp. There is also a window in this room.","mturk-dev-maxent-rb3.s358-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s358/mturk-dev-maxent-rb3-s358-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-358","Here is a master bedroom with one bed, a brown night stand, and a lamp. There is also a window in this room.","mturk-dev-maxent-rb7.s358-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s358/mturk-dev-maxent-rb7-s358-00000-2.jpg"
"human","human-358","Here is a master bedroom with one bed, a brown night stand, and a lamp. There is also a window in this room.","desc2scene-2617","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2617/desc2scene-2617-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-616","There is a desk at the back of the room.  There is a monitor on the desk and a keyboard in front of the monitor.  There is a mouse to the right of the keyboard.","mturk-dev-random2.s616-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s616/mturk-dev-random2-s616-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-616","There is a desk at the back of the room.  There is a monitor on the desk and a keyboard in front of the monitor.  There is a mouse to the right of the keyboard.","mturk-dev-maxent-rb3.s616-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s616/mturk-dev-maxent-rb3-s616-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-616","There is a desk at the back of the room.  There is a monitor on the desk and a keyboard in front of the monitor.  There is a mouse to the right of the keyboard.","mturk-dev-maxent-rb7.s616-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s616/mturk-dev-maxent-rb7-s616-00000-2.jpg"
"human","human-616","There is a desk at the back of the room.  There is a monitor on the desk and a keyboard in front of the monitor.  There is a mouse to the right of the keyboard.","desc2scene-288","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-288/desc2scene-288-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-109","four chairs on the west side of the wall facing the east wall. A table in the south east position of the room and four dishes close the north wall of the room","mturk-dev-random2.s109-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s109/mturk-dev-random2-s109-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-109","four chairs on the west side of the wall facing the east wall. A table in the south east position of the room and four dishes close the north wall of the room","mturk-dev-maxent-rb3.s109-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s109/mturk-dev-maxent-rb3-s109-00000-2.jpg"
