"condition","id","description","scene","url"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-15","There is a table and there are two plates on the table.","seedsents-sempre1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s15/seedsents-sempre1-s15-00000-2.jpg"
"human","human-15","There is a table and there are two plates on the table.","desc2scene-4185","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4185/desc2scene-4185-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-maxent1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s16/seedsents-maxent1-s16-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-maxent-rb1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s16/seedsents-maxent-rb1-s16-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-random1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s16/seedsents-random1-s16-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-random-rb1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s16/seedsents-random-rb1-s16-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased5.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s16/seedsents-rulebased5-s16-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-sempre1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s16/seedsents-sempre1-s16-00000-2.jpg"
"human","human-16","There is a table and there is a plate. There is a sandwich on the plate.","desc2scene-4139","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4139/desc2scene-4139-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-17","There is a table and there is a sandwich.","seedsents-maxent1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s17/seedsents-maxent1-s17-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-17","There is a table and there is a sandwich.","seedsents-maxent-rb1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s17/seedsents-maxent-rb1-s17-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-17","There is a table and there is a sandwich.","seedsents-random1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s17/seedsents-random1-s17-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-17","There is a table and there is a sandwich.","seedsents-random-rb1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s17/seedsents-random-rb1-s17-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-17","There is a table and there is a sandwich.","seedsents-rulebased5.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s17/seedsents-rulebased5-s17-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-17","There is a table and there is a sandwich.","seedsents-sempre1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s17/seedsents-sempre1-s17-00000-2.jpg"
"human","human-17","There is a table and there is a sandwich.","desc2scene-4104","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4104/desc2scene-4104-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-18","There is a table and there is a lamp.","seedsents-maxent1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s18/seedsents-maxent1-s18-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-18","There is a table and there is a lamp.","seedsents-maxent-rb1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s18/seedsents-maxent-rb1-s18-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-18","There is a table and there is a lamp.","seedsents-random1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s18/seedsents-random1-s18-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-18","There is a table and there is a lamp.","seedsents-random-rb1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s18/seedsents-random-rb1-s18-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-18","There is a table and there is a lamp.","seedsents-rulebased5.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s18/seedsents-rulebased5-s18-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-18","There is a table and there is a lamp.","seedsents-sempre1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s18/seedsents-sempre1-s18-00000-2.jpg"
"human","human-18","There is a table and there is a lamp.","desc2scene-4216","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4216/desc2scene-4216-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-19","There is a table and there is a chair to the left of the table.","seedsents-maxent1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s19/seedsents-maxent1-s19-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-19","There is a table and there is a chair to the left of the table.","seedsents-maxent-rb1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s19/seedsents-maxent-rb1-s19-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-19","There is a table and there is a chair to the left of the table.","seedsents-random1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s19/seedsents-random1-s19-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-19","There is a table and there is a chair to the left of the table.","seedsents-random-rb1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s19/seedsents-random-rb1-s19-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased5.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s19/seedsents-rulebased5-s19-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-19","There is a table and there is a chair to the left of the table.","seedsents-sempre1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s19/seedsents-sempre1-s19-00000-2.jpg"
"human","human-19","There is a table and there is a chair to the left of the table.","desc2scene-4217","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4217/desc2scene-4217-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-20","There is a table and there is a chair to the right of the table.","seedsents-maxent1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s20/seedsents-maxent1-s20-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-20","There is a table and there is a chair to the right of the table.","seedsents-maxent-rb1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s20/seedsents-maxent-rb1-s20-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-20","There is a table and there is a chair to the right of the table.","seedsents-random1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s20/seedsents-random1-s20-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-20","There is a table and there is a chair to the right of the table.","seedsents-random-rb1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s20/seedsents-random-rb1-s20-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased5.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s20/seedsents-rulebased5-s20-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-20","There is a table and there is a chair to the right of the table.","seedsents-sempre1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s20/seedsents-sempre1-s20-00000-2.jpg"
"human","human-20","There is a table and there is a chair to the right of the table.","desc2scene-4221","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4221/desc2scene-4221-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-21","There is a table and there is a lamp on the table.","seedsents-maxent1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s21/seedsents-maxent1-s21-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-21","There is a table and there is a lamp on the table.","seedsents-maxent-rb1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s21/seedsents-maxent-rb1-s21-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-21","There is a table and there is a lamp on the table.","seedsents-random1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s21/seedsents-random1-s21-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-21","There is a table and there is a lamp on the table.","seedsents-random-rb1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s21/seedsents-random-rb1-s21-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-21","There is a table and there is a lamp on the table.","seedsents-rulebased5.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s21/seedsents-rulebased5-s21-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-21","There is a table and there is a lamp on the table.","seedsents-sempre1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s21/seedsents-sempre1-s21-00000-2.jpg"
"human","human-21","There is a table and there is a lamp on the table.","desc2scene-4206","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4206/desc2scene-4206-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-22","There is a table and there are two chairs.","seedsents-maxent1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s22/seedsents-maxent1-s22-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-22","There is a table and there are two chairs.","seedsents-maxent-rb1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s22/seedsents-maxent-rb1-s22-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-22","There is a table and there are two chairs.","seedsents-random1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s22/seedsents-random1-s22-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-22","There is a table and there are two chairs.","seedsents-random-rb1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s22/seedsents-random-rb1-s22-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-22","There is a table and there are two chairs.","seedsents-rulebased5.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s22/seedsents-rulebased5-s22-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-22","There is a table and there are two chairs.","seedsents-sempre1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s22/seedsents-sempre1-s22-00000-2.jpg"
"human","human-22","There is a table and there are two chairs.","desc2scene-4118","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4118/desc2scene-4118-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-23","There is a table and there are four chairs.","seedsents-maxent1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s23/seedsents-maxent1-s23-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-23","There is a table and there are four chairs.","seedsents-maxent-rb1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s23/seedsents-maxent-rb1-s23-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-23","There is a table and there are four chairs.","seedsents-random1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s23/seedsents-random1-s23-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-23","There is a table and there are four chairs.","seedsents-random-rb1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s23/seedsents-random-rb1-s23-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-23","There is a table and there are four chairs.","seedsents-rulebased5.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s23/seedsents-rulebased5-s23-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-23","There is a table and there are four chairs.","seedsents-sempre1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s23/seedsents-sempre1-s23-00000-2.jpg"
"human","human-23","There is a table and there are four chairs.","desc2scene-4209","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4209/desc2scene-4209-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-maxent1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s24/seedsents-maxent1-s24-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-maxent-rb1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s24/seedsents-maxent-rb1-s24-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-random1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s24/seedsents-random1-s24-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-random-rb1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s24/seedsents-random-rb1-s24-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased5.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s24/seedsents-rulebased5-s24-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-sempre1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s24/seedsents-sempre1-s24-00000-2.jpg"
"human","human-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","desc2scene-4166","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4166/desc2scene-4166-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-maxent1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s25/seedsents-maxent1-s25-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-maxent-rb1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s25/seedsents-maxent-rb1-s25-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-random1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s25/seedsents-random1-s25-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-random-rb1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s25/seedsents-random-rb1-s25-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased5.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s25/seedsents-rulebased5-s25-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-sempre1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s25/seedsents-sempre1-s25-00000-2.jpg"
"human","human-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","desc2scene-4194","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4194/desc2scene-4194-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-maxent1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s26/seedsents-maxent1-s26-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-maxent-rb1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s26/seedsents-maxent-rb1-s26-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-random1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s26/seedsents-random1-s26-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-random-rb1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s26/seedsents-random-rb1-s26-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased5.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s26/seedsents-rulebased5-s26-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-sempre1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s26/seedsents-sempre1-s26-00000-2.jpg"
"human","human-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","desc2scene-4203","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4203/desc2scene-4203-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-maxent1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s27/seedsents-maxent1-s27-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-maxent-rb1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s27/seedsents-maxent-rb1-s27-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-random1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s27/seedsents-random1-s27-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-random-rb1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s27/seedsents-random-rb1-s27-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased5.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s27/seedsents-rulebased5-s27-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-sempre1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s27/seedsents-sempre1-s27-00000-2.jpg"
"human","human-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","desc2scene-4191","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4191/desc2scene-4191-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-28","There is a bed next to the wall.","seedsents-maxent1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s28/seedsents-maxent1-s28-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-28","There is a bed next to the wall.","seedsents-maxent-rb1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s28/seedsents-maxent-rb1-s28-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-28","There is a bed next to the wall.","seedsents-random1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s28/seedsents-random1-s28-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-28","There is a bed next to the wall.","seedsents-random-rb1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s28/seedsents-random-rb1-s28-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-28","There is a bed next to the wall.","seedsents-rulebased5.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s28/seedsents-rulebased5-s28-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-28","There is a bed next to the wall.","seedsents-sempre1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s28/seedsents-sempre1-s28-00000-2.jpg"
"human","human-28","There is a bed next to the wall.","desc2scene-4137","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4137/desc2scene-4137-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-29","There is a bed and there is a laptop on the bed.","seedsents-maxent1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s29/seedsents-maxent1-s29-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-29","There is a bed and there is a laptop on the bed.","seedsents-maxent-rb1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s29/seedsents-maxent-rb1-s29-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-29","There is a bed and there is a laptop on the bed.","seedsents-random1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s29/seedsents-random1-s29-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-29","There is a bed and there is a laptop on the bed.","seedsents-random-rb1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s29/seedsents-random-rb1-s29-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased5.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s29/seedsents-rulebased5-s29-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-29","There is a bed and there is a laptop on the bed.","seedsents-sempre1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s29/seedsents-sempre1-s29-00000-2.jpg"
"human","human-29","There is a bed and there is a laptop on the bed.","desc2scene-2661","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2661/desc2scene-2661-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-30","There is a bed and there is a pillow on the bed.","seedsents-maxent1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s30/seedsents-maxent1-s30-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-30","There is a bed and there is a pillow on the bed.","seedsents-maxent-rb1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s30/seedsents-maxent-rb1-s30-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-30","There is a bed and there is a pillow on the bed.","seedsents-random1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s30/seedsents-random1-s30-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-30","There is a bed and there is a pillow on the bed.","seedsents-random-rb1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s30/seedsents-random-rb1-s30-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased5.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s30/seedsents-rulebased5-s30-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-30","There is a bed and there is a pillow on the bed.","seedsents-sempre1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s30/seedsents-sempre1-s30-00000-2.jpg"
"human","human-30","There is a bed and there is a pillow on the bed.","desc2scene-4210","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4210/desc2scene-4210-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-31","There is a bed and there is a nightstand next to the bed.","seedsents-maxent1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s31/seedsents-maxent1-s31-00000-2.jpg"
