"condition","id","description","scene","url"
"human","human-16","There is a table and there is a plate. There is a sandwich on the plate.","desc2scene-4139","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4139/desc2scene-4139-2.jpg"
"basic","basic-17","There is a table and there is a sandwich.","seedsents-rulebased-basic1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s17/seedsents-rulebased-basic1-s17-00000-2.jpg"
"full","full-17","There is a table and there is a sandwich.","seedsents-rulebased-full1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s17/seedsents-rulebased-full1-s17-00000-2.jpg"
"nopriors","nopriors-17","There is a table and there is a sandwich.","seedsents-rulebased-nopriors1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s17/seedsents-rulebased-nopriors1-s17-00000-2.jpg"
"nospatial","nospatial-17","There is a table and there is a sandwich.","seedsents-rulebased-nospatial1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s17/seedsents-rulebased-nospatial1-s17-00000-2.jpg"
"relative","relative-17","There is a table and there is a sandwich.","seedsents-rulebased-relative1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s17/seedsents-rulebased-relative1-s17-00000-2.jpg"
"support","support-17","There is a table and there is a sandwich.","seedsents-rulebased-support1.s17-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s17/seedsents-rulebased-support1-s17-00000-2.jpg"
"human","human-17","There is a table and there is a sandwich.","desc2scene-4104","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4104/desc2scene-4104-2.jpg"
"basic","basic-18","There is a table and there is a lamp.","seedsents-rulebased-basic1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s18/seedsents-rulebased-basic1-s18-00000-2.jpg"
"full","full-18","There is a table and there is a lamp.","seedsents-rulebased-full1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s18/seedsents-rulebased-full1-s18-00000-2.jpg"
"nopriors","nopriors-18","There is a table and there is a lamp.","seedsents-rulebased-nopriors1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s18/seedsents-rulebased-nopriors1-s18-00000-2.jpg"
"nospatial","nospatial-18","There is a table and there is a lamp.","seedsents-rulebased-nospatial1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s18/seedsents-rulebased-nospatial1-s18-00000-2.jpg"
"relative","relative-18","There is a table and there is a lamp.","seedsents-rulebased-relative1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s18/seedsents-rulebased-relative1-s18-00000-2.jpg"
"support","support-18","There is a table and there is a lamp.","seedsents-rulebased-support1.s18-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s18/seedsents-rulebased-support1-s18-00000-2.jpg"
"human","human-18","There is a table and there is a lamp.","desc2scene-4216","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4216/desc2scene-4216-2.jpg"
"basic","basic-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-basic1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s19/seedsents-rulebased-basic1-s19-00000-2.jpg"
"full","full-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-full1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s19/seedsents-rulebased-full1-s19-00000-2.jpg"
"nopriors","nopriors-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-nopriors1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s19/seedsents-rulebased-nopriors1-s19-00000-2.jpg"
"nospatial","nospatial-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-nospatial1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s19/seedsents-rulebased-nospatial1-s19-00000-2.jpg"
"relative","relative-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-relative1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s19/seedsents-rulebased-relative1-s19-00000-2.jpg"
"support","support-19","There is a table and there is a chair to the left of the table.","seedsents-rulebased-support1.s19-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s19/seedsents-rulebased-support1-s19-00000-2.jpg"
"human","human-19","There is a table and there is a chair to the left of the table.","desc2scene-4217","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4217/desc2scene-4217-2.jpg"
"basic","basic-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-basic1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s20/seedsents-rulebased-basic1-s20-00000-2.jpg"
"full","full-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-full1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s20/seedsents-rulebased-full1-s20-00000-2.jpg"
"nopriors","nopriors-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-nopriors1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s20/seedsents-rulebased-nopriors1-s20-00000-2.jpg"
"nospatial","nospatial-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-nospatial1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s20/seedsents-rulebased-nospatial1-s20-00000-2.jpg"
"relative","relative-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-relative1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s20/seedsents-rulebased-relative1-s20-00000-2.jpg"
"support","support-20","There is a table and there is a chair to the right of the table.","seedsents-rulebased-support1.s20-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s20/seedsents-rulebased-support1-s20-00000-2.jpg"
"human","human-20","There is a table and there is a chair to the right of the table.","desc2scene-4221","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4221/desc2scene-4221-2.jpg"
"basic","basic-21","There is a table and there is a lamp on the table.","seedsents-rulebased-basic1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s21/seedsents-rulebased-basic1-s21-00000-2.jpg"
"full","full-21","There is a table and there is a lamp on the table.","seedsents-rulebased-full1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s21/seedsents-rulebased-full1-s21-00000-2.jpg"
"nopriors","nopriors-21","There is a table and there is a lamp on the table.","seedsents-rulebased-nopriors1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s21/seedsents-rulebased-nopriors1-s21-00000-2.jpg"
"nospatial","nospatial-21","There is a table and there is a lamp on the table.","seedsents-rulebased-nospatial1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s21/seedsents-rulebased-nospatial1-s21-00000-2.jpg"
"relative","relative-21","There is a table and there is a lamp on the table.","seedsents-rulebased-relative1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s21/seedsents-rulebased-relative1-s21-00000-2.jpg"
"support","support-21","There is a table and there is a lamp on the table.","seedsents-rulebased-support1.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s21/seedsents-rulebased-support1-s21-00000-2.jpg"
"human","human-21","There is a table and there is a lamp on the table.","desc2scene-4206","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4206/desc2scene-4206-2.jpg"
"basic","basic-22","There is a table and there are two chairs.","seedsents-rulebased-basic1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s22/seedsents-rulebased-basic1-s22-00000-2.jpg"
"full","full-22","There is a table and there are two chairs.","seedsents-rulebased-full1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s22/seedsents-rulebased-full1-s22-00000-2.jpg"
"nopriors","nopriors-22","There is a table and there are two chairs.","seedsents-rulebased-nopriors1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s22/seedsents-rulebased-nopriors1-s22-00000-2.jpg"
"nospatial","nospatial-22","There is a table and there are two chairs.","seedsents-rulebased-nospatial1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s22/seedsents-rulebased-nospatial1-s22-00000-2.jpg"
"relative","relative-22","There is a table and there are two chairs.","seedsents-rulebased-relative1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s22/seedsents-rulebased-relative1-s22-00000-2.jpg"
"support","support-22","There is a table and there are two chairs.","seedsents-rulebased-support1.s22-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s22/seedsents-rulebased-support1-s22-00000-2.jpg"
"human","human-22","There is a table and there are two chairs.","desc2scene-4118","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4118/desc2scene-4118-2.jpg"
"basic","basic-23","There is a table and there are four chairs.","seedsents-rulebased-basic1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s23/seedsents-rulebased-basic1-s23-00000-2.jpg"
"full","full-23","There is a table and there are four chairs.","seedsents-rulebased-full1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s23/seedsents-rulebased-full1-s23-00000-2.jpg"
"nopriors","nopriors-23","There is a table and there are four chairs.","seedsents-rulebased-nopriors1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s23/seedsents-rulebased-nopriors1-s23-00000-2.jpg"
"nospatial","nospatial-23","There is a table and there are four chairs.","seedsents-rulebased-nospatial1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s23/seedsents-rulebased-nospatial1-s23-00000-2.jpg"
"relative","relative-23","There is a table and there are four chairs.","seedsents-rulebased-relative1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s23/seedsents-rulebased-relative1-s23-00000-2.jpg"
"support","support-23","There is a table and there are four chairs.","seedsents-rulebased-support1.s23-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s23/seedsents-rulebased-support1-s23-00000-2.jpg"
"human","human-23","There is a table and there are four chairs.","desc2scene-4209","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4209/desc2scene-4209-2.jpg"
"basic","basic-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-basic1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s24/seedsents-rulebased-basic1-s24-00000-2.jpg"
"full","full-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-full1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s24/seedsents-rulebased-full1-s24-00000-2.jpg"
"nopriors","nopriors-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-nopriors1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s24/seedsents-rulebased-nopriors1-s24-00000-2.jpg"
"nospatial","nospatial-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-nospatial1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s24/seedsents-rulebased-nospatial1-s24-00000-2.jpg"
"relative","relative-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-relative1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s24/seedsents-rulebased-relative1-s24-00000-2.jpg"
"support","support-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","seedsents-rulebased-support1.s24-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s24/seedsents-rulebased-support1-s24-00000-2.jpg"
"human","human-24","There is a table and there are four chairs.  There are four plates and there are four sandwiches.","desc2scene-4166","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4166/desc2scene-4166-2.jpg"
"basic","basic-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-basic1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s25/seedsents-rulebased-basic1-s25-00000-2.jpg"
"full","full-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-full1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s25/seedsents-rulebased-full1-s25-00000-2.jpg"
"nopriors","nopriors-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-nopriors1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s25/seedsents-rulebased-nopriors1-s25-00000-2.jpg"
"nospatial","nospatial-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-nospatial1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s25/seedsents-rulebased-nospatial1-s25-00000-2.jpg"
"relative","relative-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-relative1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s25/seedsents-rulebased-relative1-s25-00000-2.jpg"
"support","support-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","seedsents-rulebased-support1.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s25/seedsents-rulebased-support1-s25-00000-2.jpg"
"human","human-25","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table.","desc2scene-4194","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4194/desc2scene-4194-2.jpg"
"basic","basic-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-basic1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s26/seedsents-rulebased-basic1-s26-00000-2.jpg"
"full","full-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-full1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s26/seedsents-rulebased-full1-s26-00000-2.jpg"
"nopriors","nopriors-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-nopriors1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s26/seedsents-rulebased-nopriors1-s26-00000-2.jpg"
"nospatial","nospatial-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-nospatial1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s26/seedsents-rulebased-nospatial1-s26-00000-2.jpg"
"relative","relative-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-relative1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s26/seedsents-rulebased-relative1-s26-00000-2.jpg"
"support","support-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-support1.s26-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s26/seedsents-rulebased-support1-s26-00000-2.jpg"
"human","human-26","There is a table and there is a chair in front of the table. There is a chair behind the table.","desc2scene-4203","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4203/desc2scene-4203-2.jpg"
"basic","basic-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-basic1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s27/seedsents-rulebased-basic1-s27-00000-2.jpg"
"full","full-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-full1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s27/seedsents-rulebased-full1-s27-00000-2.jpg"
"nopriors","nopriors-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-nopriors1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s27/seedsents-rulebased-nopriors1-s27-00000-2.jpg"
"nospatial","nospatial-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-nospatial1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s27/seedsents-rulebased-nospatial1-s27-00000-2.jpg"
"relative","relative-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-relative1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s27/seedsents-rulebased-relative1-s27-00000-2.jpg"
"support","support-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","seedsents-rulebased-support1.s27-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s27/seedsents-rulebased-support1-s27-00000-2.jpg"
"human","human-27","There is a table and there is a chair to the left of the table.  There is a chair to the right of the table. There is a chair in front of the table. There is a chair behind the table.","desc2scene-4191","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4191/desc2scene-4191-2.jpg"
"basic","basic-28","There is a bed next to the wall.","seedsents-rulebased-basic1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s28/seedsents-rulebased-basic1-s28-00000-2.jpg"
"full","full-28","There is a bed next to the wall.","seedsents-rulebased-full1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s28/seedsents-rulebased-full1-s28-00000-2.jpg"
"nopriors","nopriors-28","There is a bed next to the wall.","seedsents-rulebased-nopriors1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s28/seedsents-rulebased-nopriors1-s28-00000-2.jpg"
"nospatial","nospatial-28","There is a bed next to the wall.","seedsents-rulebased-nospatial1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s28/seedsents-rulebased-nospatial1-s28-00000-2.jpg"
"relative","relative-28","There is a bed next to the wall.","seedsents-rulebased-relative1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s28/seedsents-rulebased-relative1-s28-00000-2.jpg"
"support","support-28","There is a bed next to the wall.","seedsents-rulebased-support1.s28-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s28/seedsents-rulebased-support1-s28-00000-2.jpg"
"human","human-28","There is a bed next to the wall.","desc2scene-4137","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4137/desc2scene-4137-2.jpg"
"basic","basic-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-basic1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s29/seedsents-rulebased-basic1-s29-00000-2.jpg"
"full","full-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-full1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s29/seedsents-rulebased-full1-s29-00000-2.jpg"
"nopriors","nopriors-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-nopriors1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s29/seedsents-rulebased-nopriors1-s29-00000-2.jpg"
"nospatial","nospatial-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-nospatial1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s29/seedsents-rulebased-nospatial1-s29-00000-2.jpg"
"relative","relative-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-relative1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s29/seedsents-rulebased-relative1-s29-00000-2.jpg"
"support","support-29","There is a bed and there is a laptop on the bed.","seedsents-rulebased-support1.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s29/seedsents-rulebased-support1-s29-00000-2.jpg"
"human","human-29","There is a bed and there is a laptop on the bed.","desc2scene-2661","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2661/desc2scene-2661-2.jpg"
"basic","basic-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-basic1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s30/seedsents-rulebased-basic1-s30-00000-2.jpg"
"full","full-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-full1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s30/seedsents-rulebased-full1-s30-00000-2.jpg"
"nopriors","nopriors-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-nopriors1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s30/seedsents-rulebased-nopriors1-s30-00000-2.jpg"
"nospatial","nospatial-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-nospatial1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s30/seedsents-rulebased-nospatial1-s30-00000-2.jpg"
"relative","relative-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-relative1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s30/seedsents-rulebased-relative1-s30-00000-2.jpg"
"support","support-30","There is a bed and there is a pillow on the bed.","seedsents-rulebased-support1.s30-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s30/seedsents-rulebased-support1-s30-00000-2.jpg"
"human","human-30","There is a bed and there is a pillow on the bed.","desc2scene-4210","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4210/desc2scene-4210-2.jpg"
"basic","basic-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-basic1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s31/seedsents-rulebased-basic1-s31-00000-2.jpg"
"full","full-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-full1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s31/seedsents-rulebased-full1-s31-00000-2.jpg"
"nopriors","nopriors-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-nopriors1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s31/seedsents-rulebased-nopriors1-s31-00000-2.jpg"
"nospatial","nospatial-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-nospatial1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s31/seedsents-rulebased-nospatial1-s31-00000-2.jpg"
"relative","relative-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-relative1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s31/seedsents-rulebased-relative1-s31-00000-2.jpg"
"support","support-31","There is a bed and there is a nightstand next to the bed.","seedsents-rulebased-support1.s31-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s31/seedsents-rulebased-support1-s31-00000-2.jpg"
"human","human-31","There is a bed and there is a nightstand next to the bed.","desc2scene-4192","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4192/desc2scene-4192-2.jpg"
"basic","basic-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-basic1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s32/seedsents-rulebased-basic1-s32-00000-2.jpg"
"full","full-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-full1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s32/seedsents-rulebased-full1-s32-00000-2.jpg"
"nopriors","nopriors-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-nopriors1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s32/seedsents-rulebased-nopriors1-s32-00000-2.jpg"
"nospatial","nospatial-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-nospatial1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s32/seedsents-rulebased-nospatial1-s32-00000-2.jpg"
"relative","relative-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-relative1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s32/seedsents-rulebased-relative1-s32-00000-2.jpg"
"support","support-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","seedsents-rulebased-support1.s32-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s32/seedsents-rulebased-support1-s32-00000-2.jpg"
"human","human-32","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the nightstand.","desc2scene-4218","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4218/desc2scene-4218-2.jpg"
"basic","basic-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-rulebased-basic1.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s33/seedsents-rulebased-basic1-s33-00000-2.jpg"
"full","full-33","There is a bed and there is a nightstand next to the bed. There is a floor lamp next to the bed.","seedsents-rulebased-full1.s33-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s33/seedsents-rulebased-full1-s33-00000-2.jpg"
